State,Year,Population.12-17,Population.18-25,Population.26+,Totals.Alcohol.Use Disorder Past Year.12-17,Rates.Alcohol.Use Disorder Past Year.12-17,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.26+,Rates.Alcohol.Use Past Month.12-17,Totals.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Marijuana.New Users.12-17,Rates.Marijuana.New Users.12-17,Totals.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.12-17,Totals.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.12-17
Arizona,2012,540502,720761,4141839,19,0.034657,70,2277,0.129013,30,0.054587,6,0.01134,28,0.065335,45,0.082504,81,0.150268,38,0.071147
Arkansas,2012,236508,318730,1873816,7,0.027498,26,805,0.109981,18,0.07562,1,0.00545,12,0.058017,13,0.056791,30,0.126965,25,0.106327
California,2012,3117442,4458805,24005740,95,0.030527,362,12683,0.116041,134,0.043055,25,0.007861,164,0.060075,243,0.078021,444,0.142534,177,0.056639
Colorado,2012,402137,565276,3332461,14,0.034053,53,2183,0.130968,25,0.062923,4,0.008844,24,0.079202,45,0.111633,75,0.187599,35,0.087792
Connecticut,2012,288704,376034,2375197,8,0.029034,41,1555,0.141787,14,0.048741,2,0.006035,18,0.073655,25,0.085655,46,0.160169,20,0.069071
Delaware,2012,68333,102080,599773,2,0.030112,8,353,0.11735,5,0.068531,0,0.004842,4,0.073877,6,0.091523,11,0.167181,6,0.089432
District of Columbia,2012,30856,94677,424447,1,0.025481,4,284,0.119397,1,0.04624,0,0.003289,2,0.090718,3,0.098923,6,0.180149,2,0.064235
Florida,2012,1385416,1972330,13133353,38,0.027777,177,7211,0.127869,69,0.049498,10,0.006917,75,0.061447,104,0.075221,189,0.136417,101,0.072721
Georgia,2012,831609,1100053,6155586,19,0.023393,94,3135,0.112526,50,0.060477,4,0.005397,41,0.05497,59,0.071393,105,0.126209,69,0.083175
Hawaii,2012,97086,140225,896059,3,0.035164,11,477,0.112237,5,0.053976,1,0.006588,5,0.065953,9,0.09552,15,0.153325,8,0.079109
Idaho,2012,140843,173004,983206,5,0.035866,16,523,0.112682,10,0.067571,1,0.004911,7,0.05564,8,0.056143,18,0.125251,11,0.080439
Illinois,2012,1045769,1394500,8256950,27,0.025646,129,4915,0.123742,62,0.058868,5,0.004648,51,0.054938,65,0.06262,132,0.126084,79,0.075071
Indiana,2012,541016,734767,4135390,19,0.034717,65,2268,0.120341,42,0.077226,3,0.005712,26,0.052653,32,0.059709,66,0.121237,56,0.103237
Iowa,2012,241811,349004,1968010,8,0.031191,30,1204,0.124172,18,0.07247,1,0.005878,12,0.050792,15,0.062465,29,0.119376,23,0.093306
Kansas,2012,237185,323430,1779494,8,0.032785,27,1035,0.115474,15,0.062871,1,0.005802,10,0.043006,12,0.05089,24,0.100397,21,0.088116
Kentucky,2012,339960,464737,2815636,10,0.030835,34,1312,0.10043,32,0.095014,2,0.005896,15,0.04577,17,0.050749,34,0.10047,41,0.120128
Louisiana,2012,367827,521917,2870080,11,0.031172,48,1485,0.13025,30,0.080975,2,0.005987,17,0.050283,19,0.05094,45,0.123394,40,0.107494
Maine,2012,94988,128694,923093,3,0.032386,12,532,0.123592,7,0.072312,1,0.005762,5,0.062973,9,0.092609,15,0.15986,9,0.090191
Maryland,2012,457152,631368,3837914,13,0.027678,61,2405,0.133576,23,0.050465,2,0.005182,27,0.068337,34,0.07505,66,0.145077,30,0.066358
Massachusetts,2012,491273,775063,4420226,16,0.032773,71,3066,0.144917,27,0.055696,4,0.00742,27,0.065645,44,0.089,74,0.150514,39,0.078875
Michigan,2012,805764,1107310,6419614,25,0.030725,104,3739,0.128883,58,0.071364,3,0.00345,48,0.069843,74,0.091255,130,0.161158,78,0.096541
Minnesota,2012,424639,571439,3494114,13,0.031388,51,2222,0.119046,30,0.070418,2,0.004972,19,0.047712,28,0.066868,51,0.119863,38,0.08856
Mississippi,2012,247257,337204,1839846,7,0.027905,29,816,0.116671,20,0.081063,1,0.005133,11,0.044575,13,0.051301,25,0.102799,30,0.122683
Missouri,2012,472889,655094,3869695,17,0.035464,59,2127,0.123956,41,0.086293,2,0.004219,26,0.06227,34,0.071044,65,0.137815,54,0.1141
Montana,2012,73896,108999,663344,4,0.048061,10,423,0.132356,6,0.07932,1,0.007783,4,0.061232,6,0.086819,12,0.158035,9,0.119574
Nebraska,2012,148030,207051,1162770,6,0.038713,17,707,0.113233,10,0.067851,1,0.005244,8,0.055352,9,0.062441,19,0.130346,14,0.091662
Nevada,2012,221167,285463,1788826,7,0.031144,28,1058,0.127593,13,0.060457,1,0.006408,11,0.060721,18,0.08329,35,0.158383,18,0.083046
New Hampshire,2012,101207,140004,894572,5,0.046174,15,623,0.147581,7,0.07061,1,0.008204,6,0.078344,10,0.096203,18,0.182309,10,0.094465
New Jersey,2012,706126,884775,5868068,20,0.028458,96,3520,0.136406,36,0.051152,5,0.006505,36,0.054411,38,0.053769,85,0.120589,48,0.067497
New Mexico,2012,168112,228037,1308966,7,0.039155,20,709,0.119072,12,0.073596,2,0.009548,10,0.080141,15,0.09219,31,0.183818,17,0.101136
New York,2012,1456617,2243318,12875810,47,0.032268,209,7704,0.143545,74,0.050982,9,0.006087,74,0.058223,118,0.081249,213,0.146237,105,0.072098
North Carolina,2012,764610,1041859,6254266,23,0.029701,89,3245,0.116333,47,0.061815,5,0.006765,37,0.052029,51,0.066658,97,0.126364,61,0.079715
North Dakota,2012,49581,96345,439830,2,0.045672,6,272,0.117181,4,0.081026,0,0.006469,2,0.039464,3,0.051912,5,0.097884,6,0.111381
Ohio,2012,925827,1235683,7496795,28,0.029761,111,4312,0.119528,68,0.073496,4,0.004722,48,0.058139,68,0.073561,123,0.132654,94,0.10158
Oklahoma,2012,306820,426492,2381640,10,0.031492,31,1210,0.100024,20,0.065661,1,0.004339,14,0.048571,16,0.051596,32,0.104383,30,0.098526
Oregon,2012,292050,411744,2606713,10,0.033587,37,1624,0.127065,18,0.062286,2,0.007885,16,0.06904,28,0.095863,50,0.170959,25,0.087309
Pennsylvania,2012,951880,1397926,8449649,32,0.033907,125,5054,0.130857,72,0.076139,4,0.004467,48,0.057396,65,0.068149,125,0.13175,102,0.106842
Rhode Island,2012,76543,132076,687705,2,0.031902,11,430,0.14268,5,0.061651,0,0.005445,5,0.081679,10,0.129528,16,0.202765,7,0.085177
South Carolina,2012,359524,519243,3047485,11,0.030091,42,1591,0.11686,26,0.073314,2,0.004918,21,0.066522,26,0.071097,49,0.136045,36,0.099061
South Dakota,2012,64901,92359,523437,2,0.036067,7,320,0.105171,5,0.079529,0,0.005007,3,0.041988,3,0.051349,6,0.099201,6,0.098242
Tennessee,2012,505317,692825,4187386,16,0.031027,50,1697,0.098931,39,0.076225,3,0.00611,24,0.051754,31,0.060432,63,0.12499,52,0.10347
Texas,2012,2295567,2964444,15777963,71,0.030839,263,7912,0.114617,119,0.051742,17,0.007445,102,0.047877,134,0.058335,259,0.112732,161,0.07024
Utah,2012,275660,367327,1593468,7,0.026683,22,552,0.078162,15,0.053967,1,0.00529,10,0.035328,15,0.053532,27,0.099518,16,0.059499
Vermont,2012,45030,73369,423650,2,0.043923,7,261,0.148252,4,0.081122,0,0.008245,3,0.081191,5,0.113443,9,0.197771,5,0.111373
Virginia,2012,619956,893349,5256298,20,0.032205,74,3088,0.119632,38,0.061337,3,0.004994,30,0.056825,38,0.060509,88,0.141628,53,0.085857
Washington,2012,529852,738145,4498893,18,0.034691,61,2584,0.115968,35,0.066395,4,0.00684,29,0.065384,52,0.098075,87,0.164848,44,0.083266
West Virginia,2012,130671,189908,1253753,5,0.03564,15,487,0.111368,12,0.08936,1,0.005364,7,0.054456,7,0.052252,15,0.11391,17,0.128362
Wisconsin,2012,449677,617207,3732300,17,0.03874,68,2461,0.151183,33,0.073933,2,0.004854,25,0.061649,32,0.071843,59,0.131351,43,0.095918
Wyoming,2012,43516,63905,369343,2,0.049149,5,216,0.123071,4,0.093682,0,0.006173,2,0.054907,3,0.059534,5,0.117114,5,0.119711
Alabama,2013,382134,535409,3116298,11,0.02838,40,1488,0.105302,22,0.056585,2,0.004213,17,0.04459,19,0.04981,38,0.09903,32,0.084293
Alaska,2013,59900,83456,435577,1,0.021159,6,257,0.09225,4,0.06152,0,0.005099,3,0.069865,6,0.091884,10,0.172978,6,0.10727
Arizona,2013,543484,732863,4218271,18,0.033703,65,2357,0.118999,27,0.049466,5,0.010116,29,0.065845,45,0.082996,82,0.151206,37,0.06812
Arkansas,2013,236666,319372,1883371,6,0.026311,23,836,0.099033,17,0.071285,1,0.004105,12,0.057799,15,0.062205,30,0.127887,26,0.108875
California,2013,3080548,4469106,24421137,85,0.027535,370,13257,0.120096,113,0.036585,28,0.008933,165,0.061609,269,0.087369,463,0.150342,154,0.049979
Colorado,2013,408429,575557,3398728,14,0.033547,58,2251,0.142541,25,0.060384,4,0.00888,28,0.091278,51,0.12557,85,0.208121,37,0.089423
Connecticut,2013,286281,381473,2382534,8,0.027116,37,1541,0.127665,13,0.044362,2,0.00614,19,0.070991,23,0.079112,45,0.156486,20,0.06826
Delaware,2013,67991,101239,610148,2,0.025313,7,370,0.106105,4,0.058002,0,0.004938,4,0.064377,6,0.082218,10,0.151446,6,0.081462
District of Columbia,2013,30551,93509,435643,1,0.025131,4,309,0.126295,1,0.041475,0,0.003927,2,0.091113,3,0.105563,6,0.194052,2,0.062835
Florida,2013,1390131,1980707,13387121,39,0.027882,170,7592,0.12265,61,0.04416,10,0.007315,73,0.059496,104,0.075087,196,0.14092,92,0.066224
Georgia,2013,838199,1108195,6240700,20,0.023309,89,3295,0.106027,36,0.042716,4,0.004709,38,0.049531,51,0.060592,94,0.111899,58,0.069398
Hawaii,2013,96971,140686,904925,2,0.024875,11,472,0.112036,4,0.045117,0,0.004903,5,0.065123,7,0.076521,13,0.13905,6,0.066547
Idaho,2013,142945,173361,999689,5,0.034473,15,518,0.107902,9,0.06028,1,0.004356,8,0.061451,9,0.063851,20,0.141397,12,0.082653
Illinois,2013,1033794,1394857,8297420,23,0.02251,114,4988,0.109832,51,0.049628,6,0.005378,45,0.048776,70,0.067481,125,0.12069,69,0.066581
Indiana,2013,541174,740165,4164196,16,0.030367,62,2263,0.114394,36,0.065891,2,0.004584,26,0.055258,35,0.065231,68,0.125631,49,0.089982
Iowa,2013,242393,352842,1979684,6,0.026205,26,1178,0.108136,16,0.064845,1,0.004953,11,0.042376,13,0.051744,24,0.100623,23,0.094127
Kansas,2013,237609,325999,1786820,7,0.028744,27,1038,0.111839,13,0.055957,2,0.006449,11,0.050011,14,0.058485,28,0.117116,21,0.088473
Kentucky,2013,340101,470972,2832115,8,0.024231,31,1258,0.09025,28,0.081103,2,0.005635,14,0.041846,19,0.056292,35,0.103436,37,0.108747
Louisiana,2013,367862,519036,2899670,10,0.026182,45,1524,0.123475,26,0.07126,2,0.004807,18,0.049919,20,0.055532,43,0.116415,36,0.09707
Maine,2013,93811,127380,928319,3,0.027444,11,583,0.118578,6,0.062594,0,0.005087,5,0.069447,9,0.098962,16,0.171089,8,0.088883
Maryland,2013,455684,629854,3882314,12,0.02681,57,2427,0.125402,19,0.04175,2,0.004003,25,0.065736,37,0.080509,68,0.149579,27,0.059671
Massachusetts,2013,488765,782118,4469726,15,0.030192,65,2952,0.132999,23,0.046248,3,0.006526,27,0.065174,43,0.088829,76,0.155573,32,0.065968
Michigan,2013,797647,1114774,6446918,19,0.024436,92,3763,0.11564,45,0.056796,3,0.003305,46,0.065532,64,0.08085,120,0.15098,65,0.081741
Minnesota,2013,425247,571816,3529926,10,0.023752,45,2245,0.106709,23,0.055046,2,0.004621,18,0.046758,29,0.067477,50,0.116441,32,0.075319
Mississippi,2013,245600,338718,1849489,6,0.022653,24,822,0.098145,17,0.067862,1,0.003273,11,0.046135,14,0.056026,26,0.105564,25,0.103444
Missouri,2013,470976,656394,3894492,13,0.026827,51,2108,0.109118,38,0.080779,2,0.003986,23,0.055521,30,0.064496,59,0.124848,50,0.105608
Montana,2013,74121,110655,669411,3,0.034965,8,418,0.111899,5,0.063457,0,0.004888,3,0.052378,6,0.082989,10,0.133796,7,0.094406
Nebraska,2013,149327,209508,1171452,4,0.027906,16,724,0.105294,9,0.063026,1,0.004517,6,0.042384,8,0.055405,17,0.113987,13,0.090364
Nevada,2013,221704,287435,1826942,7,0.030981,30,1079,0.135936,12,0.053436,2,0.006864,11,0.06145,18,0.079695,32,0.144209,17,0.076076
New Hampshire,2013,99717,141165,900190,4,0.036354,15,620,0.146323,7,0.065915,1,0.008391,6,0.076946,10,0.098306,18,0.179904,9,0.089927
New Jersey,2013,701644,890874,5907201,23,0.032783,100,3630,0.143077,34,0.047961,3,0.004713,35,0.054847,45,0.063626,90,0.128621,50,0.071682
New Mexico,2013,166639,228647,1314755,4,0.026393,16,686,0.097071,9,0.056927,1,0.008385,9,0.06941,13,0.079843,27,0.159248,13,0.078642
New York,2013,1440280,2239134,12988411,39,0.027422,185,7799,0.128559,63,0.043405,10,0.007108,72,0.056629,112,0.077521,201,0.139447,85,0.059012
North Carolina,2013,771607,1054654,6339066,20,0.025303,78,3179,0.101694,43,0.055402,4,0.005141,37,0.054693,50,0.065084,98,0.127153,57,0.073282
North Dakota,2013,50733,100601,448656,2,0.035376,6,277,0.10923,4,0.074981,0,0.004665,2,0.042422,3,0.055963,5,0.102529,5,0.103805
Ohio,2013,922292,1235723,7534236,25,0.027407,102,4348,0.110072,59,0.064334,4,0.00447,41,0.051011,56,0.060356,105,0.113885,86,0.093737
Oklahoma,2013,309426,429192,2404755,7,0.021205,34,1250,0.108939,23,0.07337,1,0.003735,16,0.053723,17,0.055248,36,0.115465,34,0.109986
Oregon,2013,291323,413626,2641759,10,0.033572,38,1615,0.129222,18,0.061222,2,0.008533,17,0.073382,30,0.101936,53,0.183228,25,0.086596
Pennsylvania,2013,941238,1382616,8494600,25,0.026593,121,5168,0.128709,62,0.065872,5,0.004842,45,0.053194,66,0.069987,116,0.12369,86,0.091437
Rhode Island,2013,75717,131028,692945,2,0.028612,10,425,0.132055,4,0.047215,0,0.005685,4,0.060241,8,0.106933,13,0.169329,5,0.067958
South Carolina,2013,362044,521862,3096686,9,0.025649,35,1572,0.096264,19,0.052835,1,0.003829,20,0.061668,22,0.061563,45,0.124999,28,0.07679
South Dakota,2013,65627,93403,529318,2,0.030058,6,314,0.092906,5,0.072993,0,0.003861,3,0.042196,3,0.053161,7,0.099543,7,0.100227
Tennessee,2013,506479,700245,4226870,13,0.024885,47,1916,0.093479,33,0.065022,2,0.00417,20,0.043526,29,0.056968,59,0.115718,50,0.098631
Texas,2013,2327085,3010183,16119667,66,0.028214,252,8202,0.108077,100,0.042939,14,0.005831,103,0.047859,142,0.06121,251,0.107887,137,0.058787
Utah,2013,282277,372803,1623929,7,0.024736,19,572,0.067559,13,0.045955,1,0.003595,11,0.034523,15,0.05417,29,0.101208,15,0.052463
Vermont,2013,44408,73820,424696,2,0.036453,6,273,0.137618,3,0.07027,0,0.007838,2,0.072004,5,0.114017,8,0.182682,4,0.093174
Virginia,2013,622264,896567,5318077,17,0.027734,70,2981,0.11204,31,0.049884,3,0.005125,27,0.048924,37,0.058852,79,0.126394,48,0.077381
Washington,2013,530795,741218,4566571,15,0.029198,55,2643,0.104393,30,0.055696,4,0.007262,29,0.067047,53,0.100635,93,0.17535,41,0.077019
West Virginia,2013,129873,190362,1252711,4,0.034493,13,493,0.096657,11,0.080986,1,0.004481,6,0.047456,7,0.055965,14,0.10873,16,0.124566
Wisconsin,2013,448046,620976,3753413,17,0.038605,63,2530,0.140173,32,0.070878,3,0.007527,24,0.060611,32,0.071787,63,0.139968,42,0.092957
Wyoming,2013,44128,63910,371861,2,0.035055,5,221,0.106009,4,0.086425,0,0.005791,2,0.052837,3,0.061909,5,0.120323,5,0.108671
Alabama,2014,380801,530600,3138127,8,0.021734,33,1470,0.087635,20,0.053381,2,0.004102,16,0.043638,20,0.051607,37,0.097093,30,0.077816
Alaska,2014,59194,83247,438664,2,0.025524,7,261,0.110359,4,0.060157,0,0.006543,3,0.075236,6,0.106409,11,0.184449,6,0.09873
Arizona,2014,546470,741492,4307838,16,0.029036,57,2390,0.10449,23,0.041476,5,0.008493,29,0.060925,42,0.077136,74,0.134511,34,0.061769
Arkansas,2014,236359,318914,1895228,7,0.027608,22,838,0.093427,15,0.063532,1,0.004815,11,0.053731,15,0.064556,29,0.121405,23,0.096738
California,2014,3054845,4457598,24866806,83,0.027289,334,13820,0.109246,94,0.030874,29,0.009431,153,0.058903,254,0.083226,431,0.141126,131,0.04295
Colorado,2014,415441,587313,3473655,13,0.032014,52,2202,0.125471,20,0.048413,4,0.009786,27,0.081624,46,0.111262,76,0.183526,29,0.070236
Connecticut,2014,283053,385831,2387658,8,0.027417,39,1546,0.136064,13,0.045009,2,0.006675,16,0.066127,24,0.083382,44,0.156314,18,0.06395
Delaware,2014,68597,99525,621612,2,0.02425,7,356,0.103614,3,0.048467,0,0.00559,3,0.052925,5,0.074151,9,0.130409,5,0.067745
District of Columbia,2014,30707,93667,444939,1,0.024443,4,320,0.131834,1,0.030188,0,0.003447,2,0.082632,3,0.088528,5,0.165485,2,0.050089
Florida,2014,1399768,1984453,13702886,38,0.026868,150,8051,0.107235,50,0.03558,9,0.006475,69,0.055685,95,0.067806,189,0.134893,72,0.051683
Georgia,2014,846476,1114618,6338910,18,0.021835,76,3369,0.089337,32,0.037559,4,0.005136,39,0.051748,59,0.069189,99,0.116843,52,0.061035
Hawaii,2014,96910,140448,916539,2,0.024752,10,450,0.105542,3,0.031294,1,0.007631,5,0.063111,6,0.061508,13,0.137661,5,0.05089
Idaho,2014,144818,174351,1017451,4,0.029849,15,498,0.102493,7,0.050436,1,0.005694,7,0.055017,9,0.065063,19,0.133122,10,0.071535
Illinois,2014,1023238,1388172,8326464,25,0.024232,101,4884,0.098818,45,0.043968,6,0.006023,42,0.045919,67,0.065508,118,0.115277,61,0.059288
Indiana,2014,540670,742735,4189743,14,0.026476,54,2263,0.10057,36,0.06739,3,0.005117,27,0.059716,44,0.08082,75,0.1383,49,0.090462
Iowa,2014,242812,356929,1990458,6,0.025715,25,1189,0.101621,15,0.059911,1,0.00472,11,0.043103,13,0.053005,23,0.094645,22,0.091153
Kansas,2014,237562,328661,1795749,6,0.025063,25,1021,0.104506,11,0.047684,1,0.006119,12,0.050098,15,0.064305,30,0.124526,18,0.077492
Kentucky,2014,339643,472877,2847963,8,0.023601,28,1293,0.082445,26,0.077673,2,0.005622,15,0.046209,22,0.063565,40,0.116811,35,0.104048
Louisiana,2014,367670,513576,2928109,9,0.024332,40,1569,0.107479,21,0.058165,2,0.00441,16,0.044601,20,0.05332,37,0.100362,29,0.079214
Maine,2014,92645,125931,932783,2,0.025229,12,601,0.124749,6,0.061204,1,0.006546,6,0.074493,9,0.100114,16,0.175142,8,0.084307
Maryland,2014,454564,625779,3923318,12,0.025581,55,2474,0.120927,18,0.039288,2,0.004597,22,0.061218,42,0.092047,66,0.144532,28,0.060505
Massachusetts,2014,488093,788758,4519295,15,0.029849,60,2752,0.122104,20,0.04113,3,0.00706,27,0.0682,45,0.092247,78,0.159082,29,0.059755
Michigan,2014,788717,1114570,6479469,21,0.0263,84,3756,0.106891,41,0.051667,3,0.004437,40,0.057885,64,0.080626,111,0.140446,60,0.075674
Minnesota,2014,425999,571903,3562031,9,0.02203,46,2288,0.107088,20,0.046926,2,0.005675,18,0.043883,26,0.062142,49,0.114289,28,0.066849
Mississippi,2014,244465,337215,1859652,5,0.021704,21,785,0.087802,14,0.055886,1,0.003566,11,0.044066,13,0.052902,23,0.09537,22,0.089174
Missouri,2014,470263,656687,3918803,11,0.022843,46,2127,0.098257,33,0.069483,2,0.004884,23,0.056199,31,0.065609,61,0.129404,44,0.092765
Montana,2014,74378,111496,676207,2,0.026006,7,423,0.099,5,0.062887,0,0.006226,4,0.061936,6,0.08706,11,0.146203,7,0.094976
Nebraska,2014,151059,211662,1179809,4,0.023255,13,739,0.088821,8,0.05103,1,0.005561,6,0.035086,8,0.052565,15,0.102363,11,0.074709
Nevada,2014,222788,288699,1872598,7,0.030158,30,1065,0.13667,10,0.043961,2,0.007157,12,0.06276,16,0.07393,30,0.13497,15,0.069409
New Hampshire,2014,98378,142433,905672,3,0.026819,13,618,0.131211,6,0.059182,1,0.008257,5,0.068231,9,0.094439,16,0.164076,8,0.084044
New Jersey,2014,697509,894294,5945550,23,0.032424,97,3605,0.13876,25,0.035147,4,0.006035,32,0.049856,47,0.068097,87,0.124113,37,0.053265
New Mexico,2014,165438,227077,1322519,4,0.025933,16,665,0.093954,7,0.041101,1,0.008197,9,0.067111,14,0.085316,25,0.151467,10,0.062592
New York,2014,1427531,2228431,13092078,36,0.025103,179,7594,0.125722,59,0.041316,10,0.00731,69,0.054306,108,0.075509,188,0.131681,81,0.057048
North Carolina,2014,777550,1062442,6428523,16,0.02077,64,3134,0.081887,34,0.043466,4,0.005329,38,0.053514,46,0.05973,89,0.114412,46,0.059645
North Dakota,2014,51690,103308,457339,2,0.029569,6,281,0.118477,4,0.073146,0,0.005628,2,0.049115,3,0.06211,6,0.117933,5,0.098313
Ohio,2014,917272,1229015,7573265,22,0.024481,95,4262,0.103268,55,0.059799,5,0.005029,40,0.049008,56,0.060522,104,0.113513,72,0.078599
Oklahoma,2014,312268,431096,2427465,7,0.021077,32,1179,0.102231,19,0.061788,2,0.005025,17,0.056206,17,0.054207,37,0.117443,32,0.102236
Oregon,2014,291273,414709,2686806,9,0.030508,34,1701,0.116821,15,0.052517,2,0.007994,16,0.068461,27,0.09422,51,0.175562,20,0.070099
Pennsylvania,2014,934275,1364517,8539968,24,0.0253,106,5152,0.11341,47,0.050283,5,0.005404,39,0.047398,65,0.069784,111,0.118815,68,0.072357
Rhode Island,2014,75156,129467,698360,2,0.028562,10,442,0.132325,3,0.043763,1,0.007377,4,0.067135,8,0.101867,12,0.162768,4,0.058551
South Carolina,2014,365128,520055,3154439,9,0.025645,32,1528,0.08875,17,0.046926,2,0.004977,19,0.058249,24,0.065659,44,0.120203,26,0.071113
South Dakota,2014,65789,93308,534674,2,0.026273,7,333,0.10385,4,0.066289,0,0.004867,3,0.044494,4,0.064267,7,0.10856,6,0.091985
Tennessee,2014,507891,703134,4272566,11,0.021778,41,1981,0.08168,27,0.053187,3,0.005444,22,0.044608,30,0.059023,57,0.112119,40,0.078505
Texas,2014,2361420,3057833,16501892,70,0.029765,235,8587,0.099607,92,0.039073,16,0.006964,105,0.048689,162,0.068579,276,0.116954,136,0.057387
Utah,2014,288637,379132,1657347,7,0.022606,16,581,0.054414,10,0.033364,1,0.003992,10,0.030535,13,0.045432,26,0.08999,11,0.037042
Vermont,2014,43770,74221,425449,1,0.027548,6,271,0.13156,3,0.061974,0,0.008112,2,0.069692,5,0.108587,7,0.170435,4,0.08134
Virginia,2014,624487,896614,5378367,14,0.021867,67,2961,0.10651,24,0.039203,3,0.004602,29,0.050293,34,0.054371,71,0.114204,38,0.06057
Washington,2014,530669,745679,4652511,15,0.02741,57,2903,0.106548,22,0.041018,4,0.006729,27,0.059575,49,0.091713,83,0.15608,34,0.06321
West Virginia,2014,129363,188612,1251012,4,0.028689,13,529,0.099725,11,0.082868,1,0.005857,7,0.056568,8,0.060545,16,0.121491,16,0.1255
Wisconsin,2014,446438,624460,3771577,14,0.030631,50,2459,0.112509,26,0.059036,3,0.00721,24,0.060463,34,0.076045,63,0.140444,36,0.079622
Wyoming,2014,44151,63351,373558,1,0.029353,5,217,0.107247,3,0.077649,0,0.005567,2,0.053323,3,0.065882,6,0.133034,5,0.105881
Alabama,2015,378330,522750,3159474,6,0.016727,31,1361,0.080751,18,0.048292,1,0.0033,15,0.041864,20,0.052037,38,0.101072,29,0.076493
Alaska,2015,59083,80112,444143,2,0.025925,6,254,0.102264,4,0.072025,1,0.008938,3,0.077936,6,0.104263,11,0.188577,6,0.096831
Arizona,2015,548504,746271,4399565,13,0.022834,44,2454,0.079452,16,0.029416,4,0.007884,25,0.051166,37,0.067498,65,0.118572,24,0.04351
Arkansas,2015,236654,317993,1908182,5,0.021433,21,810,0.089306,13,0.053021,1,0.004664,10,0.045629,13,0.055897,25,0.106888,18,0.074035
California,2015,3039214,4399955,25184187,71,0.023255,276,13570,0.090773,81,0.026552,23,0.007547,150,0.056758,223,0.073327,402,0.132326,119,0.039101
Colorado,2015,421468,596535,3551363,11,0.026029,43,2205,0.101592,14,0.034394,4,0.010116,26,0.077364,38,0.090776,68,0.16207,20,0.046358
Connecticut,2015,279545,388177,2387609,8,0.028165,31,1512,0.112103,10,0.035394,2,0.006216,14,0.057823,22,0.079506,39,0.141069,15,0.05401
Delaware,2015,69164,97254,632438,1,0.020792,6,354,0.090482,2,0.032198,0,0.004112,4,0.058802,5,0.073541,10,0.143673,3,0.046847
District of Columbia,2015,30813,93701,453192,1,0.018849,3,325,0.097047,1,0.020486,0,0.001838,2,0.068541,2,0.080677,4,0.135786,1,0.043473
Florida,2015,1405801,1971645,14028654,31,0.022035,129,8038,0.091488,41,0.029252,6,0.004496,70,0.056223,99,0.070306,179,0.127166,62,0.044438
Georgia,2015,855245,1112080,6443651,15,0.017309,59,3201,0.068965,32,0.037265,3,0.003639,36,0.046244,55,0.064002,93,0.108966,50,0.058163
Hawaii,2015,96573,135482,926174,2,0.023464,9,430,0.090966,3,0.029758,1,0.008393,5,0.065601,6,0.066348,13,0.133825,4,0.040449
Idaho,2015,146791,175145,1038291,4,0.025557,13,510,0.089258,7,0.044867,1,0.008265,6,0.04204,8,0.057734,17,0.117253,8,0.057032
Illinois,2015,1015317,1372755,8331898,23,0.022504,98,4794,0.096632,40,0.039307,5,0.005348,45,0.050446,68,0.067141,121,0.118697,61,0.060395
Indiana,2015,539568,743107,4212004,11,0.020729,50,2282,0.093231,30,0.056049,3,0.00527,26,0.055497,39,0.072283,73,0.134735,42,0.077292
Iowa,2015,243253,359178,1999854,6,0.024601,23,1237,0.094179,11,0.046048,1,0.005844,11,0.044494,13,0.053776,25,0.104767,16,0.065406
Kansas,2015,237647,327480,1803253,6,0.023615,24,1097,0.102705,9,0.039098,2,0.006334,11,0.047361,15,0.061534,30,0.124157,14,0.058605
Kentucky,2015,339903,471060,2865061,7,0.020786,32,1234,0.093474,22,0.065092,2,0.005869,16,0.050378,21,0.061341,42,0.122952,33,0.096075
Louisiana,2015,367464,503266,2954805,10,0.026013,39,1608,0.105474,21,0.056508,1,0.002904,16,0.046759,21,0.056972,37,0.101962,29,0.079404
Maine,2015,91487,124761,936729,2,0.024187,11,565,0.117085,6,0.062917,1,0.00864,5,0.062933,9,0.096974,15,0.162209,8,0.083231
Maryland,2015,453674,617785,3951408,9,0.01986,44,2378,0.097295,16,0.034589,2,0.00362,23,0.059266,35,0.077754,63,0.138524,25,0.055709
Massachusetts,2015,487249,792216,4556470,12,0.025634,55,2847,0.113111,15,0.030049,4,0.007308,26,0.064887,42,0.086836,70,0.144468,23,0.047857
Michigan,2015,779507,1108537,6511669,18,0.023609,81,3731,0.103931,36,0.045768,3,0.004431,39,0.057411,62,0.079789,112,0.143635,52,0.066348
Minnesota,2015,427687,572944,3589691,9,0.021551,44,2313,0.103838,18,0.041943,3,0.006985,21,0.05405,25,0.058811,55,0.127615,24,0.056295
Mississippi,2015,244221,331045,1870263,4,0.016763,19,730,0.076866,12,0.050809,1,0.002505,10,0.044493,12,0.049455,24,0.096612,20,0.081127
